us,state,county,time zone,egrid,egrid_agg,egrid with wecc detail,nerc,census division,census region,PADD,electricity interconnection,o&g producing region,IECC Climate Zone,IECC Climate Zone by state,electric utility territory,north america,CA building climate zone,CA forecast climate zone,gas utility territory,VISION Region,SqMi,pop_x_transit_share,Urban Utility-scale PV (GWh),Rural Utility-scale PV (GWh),Sum Utility-scale PV (GWh),Rooftop PV (GWh),CSP (GWh),Onshore Wind (GWh),Offshore Wind (GWh),Biopower-Solid (GWh),Biopower-Solid (BDT),Biopower-Gaseous (GWh),Biopower-Gaseous (Tonnes-CH4),Geothermal Hydrothermal (GWh),EGS Geothermal (GWh),Hydropower (GWh),Hydropower (Count of Sites),CDD_res_sq_ft,HDD_res_sq_ft,CDD_com_sq_ft,HDD_com_sq_ft,SEDS Industrial Data (Allocation),Rail Fuel Use,Aviation Fuel Use,Marine Fuel Use,BUSES VMT Share,HDV VMT Share,LDV VMT Share,MDV VMT Share,BOM VOS,Bulk Chemicals VOS,Computer and Electronic Products VOS,Electrical Equipment VOS,Fabricated Metal Products VOS,Food and Kindred Products VOS,Glass and Cement VOS,Iron and Steel and Aluminum Manufacturing VOS,Machinery VOS,Paper and Allied Products VOS,Plastic and Rubber Products VOS,Transportation Equipment VOS,Wood Products VOS,Military Fuel Sales - Diesel Fule,Steel Production Facility GHGs,Domestic Shipping Ton-Miles Allocation,2015 Capacity Biomass Power Plants,2015 Capacity Bulk Electricity Storage,2015 Capacity Coal Power Plants,2015 Capacity Combined Heat and Power,2015 Capacity Combined-Cycle Gas Turbines,2015 Capacity Combustion Turbines,2015 Capacity Dispatchable Hydroelectric Power Plants,2015 Capacity Fossil Steam Turbines,2015 Capacity Fuel Cell Power Plants,2015 Capacity Geothermal Power Plants,2015 Capacity Nuclear Power Plants,2015 Capacity Onshore Wind,2015 Capacity Run of River Hydroelectric Power Plants,2015 Capacity Solar Thermal Power Plants,2015 Capacity Transmission-Sited Solar PV,Households 2010 (complete count),Employment in construction (NAICS 23) 2007,Employment in manufacturing (NAICS 31-33) 2007,Employment in mining (NAICS 21) 2006,"Employment in farming (NAICS, no code) 2007",Cropland - harvested cropland (NAICS) 2007 (acres) (adjusted),"Farm earnings (NAICS, no code) 2007","Earnings in agriculture, forestry, fishing, and hunting (NAICS 11) 2007",Earnings in mining (NAICS 21) 2007,Earnings in utilities (NAICS 22) 2007,Earnings in construction (NAICS 23) 2007,Earnings in manufacturing (NAICS 31-33) 2007,Earnings in wholesale trade (NAICS 42) 2007,Earnings in retail trade (NAICS 44-45) 2007,Earnings in transportation and warehousing (NAICS 48-49) 2007,"Employment in all industries (NAICS, no code) 2007",Employment in utilities (NAICS 22) 2007,Employment in transportation and warehousing (NAICS 48-49) 2007,Total housing units 2010 (complete count),Vacant housing units 2010 (complete count),Owner-occupied housing units 2010 (complete count),Renter-occupied housing units 2010 (complete count),Resident population (April 1 - complete count) 2010,"Public supply water use: population served, total 2005",Irrigation water use: total withdrawals 2005,Thermoelectric power water use: total self-supplied withdrawals 2005
us,kentucky,"letcher, kentucky",US/Eastern,RFCW,RFC_agg,RFCW (egrid with wecc detail),ECAR,east south central,south,PADD 2 (Midwest),eastern interconnection,east (o&g producing region),4A,Kentucky 4A,RFC egrid,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,139.8712831,0,58.10000908,6329.735731,6387.83574,29.84725773,0,0.510133161,0,24.45862938,22235.34066,4.421154062,940.6334944,0,1681.909032,14.76609932,4.837589295,7125410418,31186382419,1365704390,5977393143,121.7996217,98661281765,57944108.06,19865425783,0.005398338,0.003725042,0.003803393,0.004237642,286643.8913,97208.03967,3119.448388,13351.77932,14109.02174,32142.08114,13038.95158,22393.62634,17082.61432,10964.72882,13222.7863,35229.13022,7096.345938,1851.738872,466.5958796,6115642.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4168.751374,170.6798545,66.19048017,607.7867991,13.73764683,139.0416376,-46.20844842,566.1575662,34879.469,0,4680.790937,5251.527719,0,8018.622824,5998.772448,3195.043618,0,139.4579299,4829.407299,660.6559247,3223.767789,944.9835848,10207.07159,3.684187104,0.112398929,0
us,kentucky,"letcher, kentucky",US/Eastern,SRTV (SRCE),SR_agg,SRTV (egrid with wecc detail),SERC_STV,east south central,south,PADD 2 (Midwest),eastern interconnection,east (o&g producing region),4A,Kentucky 4A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,196.1216566,0,91.46849901,8875.290409,8966.758909,45.34606169,0,0.715287358,0,34.294866,31177.46366,6.199157107,1318.9169,0,2358.302421,20.70440619,6.783065154,10825426685,47380554475,2074874552,9081277772,170.7823297,1.38339E+11,81246802.14,27854468245,0.007569323,0.005223098,0.005332959,0.005941843,401920.0622,136301.043,4373.959914,18721.30591,19783.07953,45068.28034,18282.67195,31399.40521,23952.52653,15374.28364,18540.4373,49396.81132,9950.199142,2596.430713,654.2412054,8575097.877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5845.248626,239.3201455,92.80951983,852.2132009,19.26235317,194.9583624,-64.79155158,793.8424338,48906.531,0,6563.209063,7363.472281,0,11243.37718,8411.227552,4479.956382,0,195.5420701,6771.592701,926.3440753,4520.232211,1325.016415,14311.92841,5.165812896,0.157601071,0
us,kentucky,"lewis, kentucky",US/Eastern,RFCW,RFC_agg,RFCW (egrid with wecc detail),ECAR,east south central,south,PADD 2 (Midwest),eastern interconnection,east (o&g producing region),4A,Kentucky 4A,RFC egrid,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,25.10689904,0,3.019961513,1136.187732,1139.207694,1.626570407,0,0.091568916,0,4.390324624,3991.24424,0.793597272,168.8437373,0,301.902716,2.650515221,0.868347407,397652277.6,1740438132,79699217.34,348826260.5,17.22505445,3337027726,1958194.674,671342993.5,0.000356051,0.000245688,0.000250855,0.000279496,18905.78874,13747.28224,441.1562826,1888.225289,1995.315456,4545.573212,1843.984799,3166.934574,2415.844628,1550.645628,1869.982934,4982.147546,1003.574096,122.1326705,65.98657137,206675.3466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.9527731,0,23.95895549,0,48.66819142,1289.932157,-244.7914993,0,0,14.00523494,0,742.6776015,61.27290287,269.8008474,202.7257758,227.0848808,0,7.052636167,324.1711702,49.21839708,217.2311977,57.72157544,693.7593166,0.464173501,0.000500187,0
us,kentucky,"lewis, kentucky",US/Eastern,SRTV (SRCE),SR_agg,SRTV (egrid with wecc detail),SERC_STV,east south central,south,PADD 2 (Midwest),eastern interconnection,east (o&g producing region),4A,Kentucky 4A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,476.8433903,0,81.56874352,21579.07312,21660.64187,39.90972942,0,1.739124862,0,83.38334714,75803.80325,15.07241547,3206.768784,0,5733.894671,50.33997476,16.49210924,9756844668,42703601780,1955509694,8558843569,327.1472653,63378580210,37191059.94,12750498123,0.006762307,0.004666228,0.004764376,0.005308344,359068.6523,261095.5922,8378.67142,35862.16469,37896.07729,86331.90973,35021.92611,60148.08188,45882.98782,29450.67478,35515.69634,94623.55836,19060.4054,2319.607713,1253.251561,3925286.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5222.047227,0,455.0410445,0,924.3318086,24499.06784,-4649.208501,0,0,265.9947651,0,14105.3224,1163.727097,5124.199153,3850.274224,4312.915119,0,133.9473638,6156.82883,934.7816029,4125.768802,1096.278425,13176.24068,8.815826499,0.009499813,0
us,kentucky,"lincoln, kentucky",US/Eastern,SRTV (SRCE),SR_agg,SRTV (egrid with wecc detail),SERC_STV,east south central,south,PADD 2 (Midwest),eastern interconnection,east (o&g producing region),4A,Kentucky 4A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,329.1597141,0,146.149459,14895.79532,15041.94477,66.90585043,0,1.200498642,0,57.55860155,52326.52631,10.40432156,2213.596996,0,3958.044023,34.74912736,11.38432045,19320557380,81797828121,4060373875,17190485646,1086.507657,1.18E+11,69180104,23717548996,0.012660757,0.008736366,0.008920123,0.009938568,672267.8024,867139.6345,27826.88905,119103.9042,125858.8487,286721.8862,116313.3393,199761.2649,152384.638,97810.33514,117953.2281,314259.7588,63302.61205,4342.89535,4162.246063,7301532.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9777,0,932,11,1563,56818,-4155,0,124,441,0,46846,4967,19163,7162,8492,0,216,10819,1042,7441,2336,24742,18.67,0.08,0
us,kentucky,"livingston, kentucky",US/Central,SRTV (SRCE),SR_agg,SRTV (egrid with wecc detail),SERC_STV,east south central,south,PADD 2 (Midwest),eastern interconnection,east (o&g producing region),4A,Kentucky 4A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,340.7705616,0,50.39225721,15421.23267,15471.62492,27.16310733,0,1.242845278,0,59.58893551,54172.30296,10.77132574,2291.679872,0,4097.660882,35.97487523,11.78589332,9853473942,27478328409,2607555275,7271675008,78.99596722,2.02E+11,118732454.4,40705963733,0.005160388,0.003560849,0.003635746,0.004050854,274009.1227,63046.52681,2023.190541,8659.60589,9150.733009,20846.49157,8456.714208,14523.90531,11079.32539,7111.428969,8575.944478,22848.6688,4602.499608,1770.117415,302.6215705,12531476.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3985,378,108,392,485,32240,14482,0,26480,232,15005,3406,6071,7507,12292,4114,0,253,4824,839,3282,703,9519,9.27,0.07,0
us,kentucky,"logan, kentucky",US/Central,SRTV (SRCE),SR_agg,SRTV (egrid with wecc detail),SERC_STV,east south central,south,PADD 2 (Midwest),eastern interconnection,east (o&g producing region),4A,Kentucky 4A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,561.0599805,0,162.3512249,25390.21111,25552.56233,77.80325369,0,2.046276369,0,98.10990374,89191.71627,17.7343952,3773.124821,0,6746.573189,59.23065273,19.40482489,27777915037,77464118381,8604171820,23994406476,4152.274813,0.00164608,9.66E-07,0.000331158,0.013811971,0.009530743,0.009731209,0.01084226,733395.559,3313922.4,106345.2151,455175.9373,480991.1129,1095756.719,444511.3167,763421.8342,582363.953,373798.922,450778.4321,1200997.409,241921.7571,4737.784781,15906.73511,1.02E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10666,1039,3162,0,1525,155807,12709,0,0,0,21530,179030,14956,26785,0,13575,0,0,12339,1673,7821,2845,26835,25.74,0.07,0
us,kentucky,"lyon, kentucky",US/Central,SRTV (SRCE),SR_agg,SRTV (egrid with wecc detail),SERC_STV,east south central,south,PADD 2 (Midwest),eastern interconnection,east (o&g producing region),4A,Kentucky 4A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,263.9254409,0,52.53660858,11943.6832,11996.21981,31.21407165,0,0.962578711,0,46.1513929,41956.2326,8.34234883,1774.896921,0,3173.622011,27.86239739,9.12812737,8606133245,23999876291,2074508609,5785170710,2.32E-12,0.00164608,9.66E-07,0.000331158,0.004256511,0.002937142,0.00299892,0.003341319,226014.5511,1.85E-09,5.94E-11,2.54E-10,2.69E-10,6.12E-10,2.48E-10,4.26E-10,3.25E-10,2.09E-10,2.52E-10,6.71E-10,1.35E-10,1460.069246,8.88E-12,1.02E-07,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,3287,216,0,11,307,20117,1625,0,271,0,8690,0,1407,5739,0,3273,0,0,4791,1504,2645,642,8314,7.75,0.02,0
us,kentucky,"madison, kentucky",US/Eastern,SRTV (SRCE),SR_agg,SRTV (egrid with wecc detail),SERC_STV,east south central,south,PADD 2 (Midwest),eastern interconnection,east (o&g producing region),4A,Kentucky 4A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,436.3976331,0,509.3608854,19748.74063,20258.10151,224.2440677,0,1.591612653,0,76.31078898,69374.14043,13.79397633,2934.771323,0,5247.546918,46.07014857,15.09325196,64747527934,2.74123E+11,20248317572,85725704905,6780.015592,2.72E+11,159803915.2,54786809632,0.041403538,0.02856989,0.029170818,0.032501365,2198467.674,5411117.173,173645.11,743231.1423,785383.288,1789199.41,725817.4841,1246548.5,950909.2869,610355.199,736050.7038,1961041.002,395020.4067,14202.24946,25973.21153,16866315.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31973,2473,5255,0,1803,53490,-11607,0,0,4513,52481,292328,42222,103839,16544,42348,59,521,35043,3070,19481,12492,82916,73.26,0.14,0
us,kentucky,"magoffin, kentucky",US/Eastern,SRTV (SRCE),SR_agg,SRTV (egrid with wecc detail),SERC_STV,east south central,south,PADD 2 (Midwest),eastern interconnection,east (o&g producing region),4A,Kentucky 4A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,303.0605857,0,80.22852391,13714.70523,13794.93376,39.2294148,0,1.105310905,0,52.99477048,48177.54734,9.579361179,2038.080522,0,3644.210055,31.99386328,10.4816558,9761348794,42723315368,1683754332,7369429048,2.32E-12,84690797639,49697240.31,17038088465,0.006874906,0.004743926,0.004843708,0.005396733,365047.5364,1.85E-09,5.94E-11,2.54E-10,2.69E-10,6.12E-10,2.48E-10,4.26E-10,3.25E-10,2.09E-10,2.52E-10,6.71E-10,1.35E-10,2358.231708,8.88E-12,5245236.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5309,0,0,0,413,6394,-2685,0,0,0,0,0,0,7337,5145,3756,0,158,5950,641,4144,1165,13333,11.16,0.02,0
us,kentucky,"marion, kentucky",US/Eastern,SRTV (SRCE),SR_agg,SRTV (egrid with wecc detail),SERC_STV,east south central,south,PADD 2 (Midwest),eastern interconnection,east (o&g producing region),4A,Kentucky 4A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,355.3821457,0,120.8282432,16082.46536,16203.29361,52.13683852,0,1.296136085,0,62.14399408,56495.10678,11.23317941,2389.942683,0,4273.360673,37.51740846,12.29124968,17907001188,59561143504,6035526392,20074989094,3792.038358,61201241132,35913379.88,12312461207,0.009528266,0.006574837,0.006713129,0.007479594,505937.0451,3026418.391,97119.08606,415686.5073,439262.0509,1000692.801,405947.1108,697190.0969,531840.1474,341369.4696,411670.5139,1096803.186,220933.4941,3268.387438,14526.72388,3790435.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7358,572,3382,11,1226,51757,2218,1449,127,307,13332,163498,4120,15862,3718,10910,0,144,8182,824,5408,1950,19820,17.99,0.06,0
us,kentucky,"marshall, kentucky",US/Central,SRTV (SRCE),SR_agg,SRTV (egrid with wecc detail),SERC_STV,east south central,south,PADD 2 (Midwest),eastern interconnection,east (o&g producing region),4A,Kentucky 4A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,336.7192064,0,190.9783157,15237.89262,15428.87093,99.76504652,0,1.228069331,0,58.8804942,53528.25895,10.64326754,2264.434534,0,4048.944585,35.5471769,11.64577311,32553004360,90780383625,10208382418,28468059716,5881.813354,4.71E+11,276469273.5,94784094855,0.016928923,0.011681549,0.011927254,0.013289036,898901.1947,4694263.725,150640.9702,644769.4402,681337.3581,1552170.026,629662.7069,1081408.371,824934.8201,529496.623,638540.2512,1701246.405,342688.9322,5806.962351,22532.33497,29179623.3,0,0,0,23,0,581.6,222.5,0,0,0,0,0,0,0,0,13073,0,2854,11,798,34868,16372,0,199,0,0,253601,0,43440,28622,16106,0,648,15748,2675,10506,2567,31448,29.62,0.04,0
us,kentucky,"martin, kentucky",US/Eastern,RFCW,RFC_agg,RFCW (egrid with wecc detail),ECAR,east south central,south,PADD 2 (Midwest),eastern interconnection,east (o&g producing region),4A,Kentucky 4A,RFC egrid,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,225.5179219,0,78.5666516,10205.58914,10284.1558,33.91059141,0,0.822500286,0,39.43525181,35850.58854,7.128335812,1516.606599,0,2711.783443,23.80774637,7.799764617,9228259991,40390100818,1601769632,7010599721,4.52E-12,78604916500,46125996.37,15813731342,0.00569219,0.00392781,0.004010426,0.004468312,302246.9676,3.60E-09,1.16E-10,4.94E-10,5.23E-10,1.19E-09,4.84E-10,8.30E-10,6.34E-10,4.07E-10,4.91E-10,1.30E-09,2.63E-10,1952.535799,1.73E-11,4868313.869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4395.671773,0,0,0,8.760196182,155.736821,-75.92170025,0,0,69.10821433,0,0,3372.67553,9691.697043,4775.280274,3567.346556,0,108.0424196,5026.405898,630.7341251,3397.009408,998.6623648,12584.50849,8.020446282,0,0
us,kentucky,"martin, kentucky",US/Eastern,SRTV (SRCE),SR_agg,SRTV (egrid with wecc detail),SERC_STV,east south central,south,PADD 2 (Midwest),eastern interconnection,east (o&g producing region),4A,Kentucky 4A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,6.173384422,0,1.42956758,279.3703689,280.7999365,0.872039648,0,0.02251533,0,1.07951052,981.3830445,0.195132861,41.5159712,0,74.2330433,0.651719248,0.213512722,237312540.4,1038665733,41190865.97,180283523.7,1.24E-13,2151750792,1262664.648,432889066.6,0.000155819,0.000107521,0.000109782,0.000122317,8273.784655,9.86E-11,3.17E-12,1.35E-11,1.43E-11,3.25E-11,1.32E-11,2.27E-11,1.73E-11,1.11E-11,1.34E-11,3.57E-11,7.19E-12,53.44920698,4.74E-13,133266.4506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.3282268,0,0,0,0.239803818,4.263178982,-2.078299754,0,0,1.891785673,0,0,92.32446984,265.302957,130.7197255,97.65344357,0,2.957580419,137.5941017,17.26587488,92.99059155,27.33763522,344.4915066,0.219553718,0,0
us,kentucky,"mason, kentucky",US/Eastern,SRTV (SRCE),SR_agg,SRTV (egrid with wecc detail),SERC_STV,east south central,south,PADD 2 (Midwest),eastern interconnection,east (o&g producing region),4A,Kentucky 4A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,243.9343657,0,104.5371293,11039.00698,11143.54411,50.14537209,0,0.889668031,0,42.65564818,38778.25097,7.710456269,1640.457067,0,2933.235498,25.75195559,8.436715886,13657608462,57822488634,6201967679,26257393939,2515.624953,0.003292159,1.93E-06,0.000662316,0.009104816,0.006282642,0.006414788,0.00714719,483452.4822,2007715.351,64428.4612,275764.9716,291404.9046,663856.0957,269303.8901,462513.4661,352820.8892,226463.3094,273100.7756,727615.3883,146566.5054,3123.135645,9636.977693,2.04E-07,1.6,0,1346,0,0,0,0,0,0,0,0,0,0,0,0,7031,765,2110,0,1131,50474,-8528,0,0,0,33826,108464,20434,44875,0,12971,0,0,8105,1074,4755,2276,17490,16.28,0.05,5.14
us,kentucky,"mccracken, kentucky",US/Central,SRTV (SRCE),SR_agg,SRTV (egrid with wecc detail),SERC_STV,east south central,south,PADD 2 (Midwest),eastern interconnection,east (o&g producing region),4A,Kentucky 4A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,276.718663,0,406.5571068,12522.62773,12929.18484,201.9173789,0,1.009237659,0,48.38848311,43989.97137,8.746726374,1860.931259,0,3327.45656,29.2129676,9.57059385,67868790738,1.89265E+11,31150588026,86869472934,5411.362914,3.13E+12,1839010397,6.3E+11,0.036552644,0.025222603,0.025753125,0.028693461,1940892.222,4318798.149,138592.1161,593198.2582,626841.331,1428021.396,579299.8205,994913.0989,758953.3062,487145.4119,587467.3041,1565174.063,315279.3309,12538.29467,20730.11068,194096182.7,0,0,1206,0,0,110,0,0,0,0,0,0,0,0,0,28227,3117,3554,0,528,43272,12826,0,0,9188,127809,233317,105547,200022,190387,49147,122,3109,31079,2852,18762,9465,65565,53.68,0.12,1292.03
us,kentucky,"mccreary, kentucky",US/Eastern,SRTV (SRCE),SR_agg,SRTV (egrid with wecc detail),SERC_STV,east south central,south,PADD 2 (Midwest),eastern interconnection,east (o&g producing region),4A,Kentucky 4A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,429.6994093,0,109.2487458,19445.61918,19554.86792,48.76618882,0,1.567183149,0,75.13950228,68309.32365,13.58225396,2889.72581,0,5167.002843,45.36302245,14.86158714,13402178879,58658442288,2031174356,8890011456,237.683697,0.00164608,9.66E-07,0.000331158,0.008387412,0.005787608,0.005909342,0.006584035,445359.3696,189694.8934,6087.391857,26055.09136,27532.79855,62723.09033,25444.62924,43699.64228,33335.5627,21396.92427,25803.37023,68747.25715,13848.03758,2877.051568,910.530198,1.02E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6477,0,265,0,123,2446,-1147,0,0,0,0,10248,2537,12207,0,4531,0,0,7507,1030,4720,1757,18306,15.03,0.01,0
us,kentucky,"mclean, kentucky",US/Central,SRTV (SRCE),SR_agg,SRTV (egrid with wecc detail),SERC_STV,east south central,south,PADD 2 (Midwest),eastern interconnection,east (o&g producing region),4A,Kentucky 4A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,253.2842118,0,58.19531358,11462.12496,11520.32028,27.07033715,0,0.92376843,0,44.29061153,40264.59619,8.005993059,1703.334723,0,3045.664514,26.73901136,8.760089737,9865895593,27512968598,1988308434,5544784758,180.2109998,0.00164608,9.66E-07,0.000331158,0.004963556,0.003425027,0.003497068,0.003896342,263557.5828,143826.0462,4615.440548,19754.88484,20875.27759,47556.44144,19292.03447,33132.9255,25274.91434,16223.07783,19564.03071,52123.94497,10499.53669,1702.599762,690.3610108,1.02E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3833,257,179,0,526,104078,37351,0,0,0,6404,7770,3539,7983,0,3137,0,0,4264,431,3004,829,9531,7.9,0.03,0
us,kentucky,"meade, kentucky",US/Eastern,SRTV (SRCE),SR_agg,SRTV (egrid with wecc detail),SERC_STV,east south central,south,PADD 2 (Midwest),eastern interconnection,east (o&g producing region),4A,Kentucky 4A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,297.6434195,0,169.2012362,13469.55677,13638.758,74.06152328,0,1.085553625,0,52.04749626,47316.38033,9.408131418,2001.650114,0,3579.070302,31.42197738,10.29429764,25841374771,85951958953,4050053961,13471035302,618.8635917,1.78E+11,104726429.4,35904170094,0.013559455,0.009356498,0.009553299,0.010644037,719987.3334,493913.8212,15849.90993,67840.35936,71687.90631,163313.8387,66250.88233,113781.9628,86796.72321,55711.76136,67184.94612,178999.1279,36056.51704,4651.166739,2370.772568,11053227.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10471,814,348,107,996,48991,-1442,1542,5360,0,27548,26683,0,19152,10842,7321,0,220,11762,1291,7540,2931,28602,12.42,0.11,0
us,kentucky,"menifee, kentucky",US/Eastern,SRTV (SRCE),SR_agg,SRTV (egrid with wecc detail),SERC_STV,east south central,south,PADD 2 (Midwest),eastern interconnection,east (o&g producing region),4A,Kentucky 4A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,208.5903235,0,39.28928233,9439.547523,9478.836805,23.95944394,0,0.760762601,0,36.47520278,33159.60788,6.593275871,1402.768607,0,2508.234294,22.02071337,7.214306565,4616745331,20206497165,870567336.1,3810285201,139.9940276,0.00164608,9.66E-07,0.000331158,0.003159686,0.002180294,0.002226153,0.002480322,167774.72,111728.9594,3585.431035,15346.26575,16216.62491,36943.45952,14986.70786,25738.78228,19634.41222,12602.63807,15198.00378,40491.65146,8156.396839,1083.836008,536.2958895,1.02E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2440,120,161,0,370,8219,-2326,0,0,467,1220,6036,0,3657,0,1942,0,0,3744,1304,1924,516,6306,6.13,0.01,0
us,kentucky,"mercer, kentucky",US/Eastern,SRTV (SRCE),SR_agg,SRTV (egrid with wecc detail),SERC_STV,east south central,south,PADD 2 (Midwest),eastern interconnection,east (o&g producing region),4A,Kentucky 4A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,251.0274779,0,129.6200838,11359.99872,11489.6188,62.99094903,0,0.915537757,0,43.89598715,39905.84316,7.93466056,1688.158202,0,3018.527985,26.50076977,8.682038321,16656972339,70520955146,5362830120,22704720562,3617.625653,1.5E+11,88286253.92,30267857836,0.011242784,0.007757914,0.007921091,0.008825473,596975.4588,2887219.953,92652.14746,396567.2365,419058.4361,954666.4894,387275.7982,665123.2244,507378.4542,325668.3699,392735.9565,1046356.331,210771.7803,3856.501731,13858.57526,9318068.513,0,0,684,0,0,812,0,0,0,0,0,0,33.8,0,0,8682,946,2229,0,1196,45436,-8979,0,0,16289,20016,155978,17359,23187,9140,11216,166,242,9941,1259,6399,2283,21331,20.53,0.12,22.49
us,kentucky,"metcalfe, kentucky",US/Central,SRTV (SRCE),SR_agg,SRTV (egrid with wecc detail),SERC_STV,east south central,south,PADD 2 (Midwest),eastern interconnection,east (o&g producing region),4A,Kentucky 4A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,283.062908,0,60.5183609,12809.73023,12870.24859,29.16075844,0,1.032376145,0,49.49787121,44998.51612,8.947259921,1903.596266,0,3403.744149,29.88272446,9.790015957,9124258576,30348536236,2488893972,8278402926,1043.577083,1.07E+11,62920859.74,21571643976,0.005251035,0.003623398,0.003699611,0.00412201,278822.3319,832876.8274,26727.38062,114397.8177,120885.8578,275392.8034,111717.5149,191868.2089,146363.5484,93945.60965,113292.6077,301842.5874,60801.37107,1801.211071,3997.785545,6640907.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4055,0,979,0,1126,42204,6276,0,0,0,0,44995,0,5823,6514,4499,0,153,4681,626,3068,987,10099,6.13,0.01,0
us,kentucky,"monroe, kentucky",US/Central,SRTV (SRCE),SR_agg,SRTV (egrid with wecc detail),SERC_STV,east south central,south,PADD 2 (Midwest),eastern interconnection,east (o&g producing region),4A,Kentucky 4A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,330.7369533,0,63.40132219,14967.17171,15030.57303,32.16651212,0,1.206251088,0,57.83440591,52577.26005,10.4541761,2224.20392,0,3977.009837,34.91563524,11.43887086,9904866500,32944945320,3108489716,10339263405,591.1941293,0.00164608,9.66E-07,0.000331158,0.005838944,0.004029076,0.004113822,0.004583513,310039.4314,471830.8774,15141.25863,64807.20909,68482.73177,156012.0582,63288.79775,108694.7582,82916.03173,53220.8821,64181.09945,170996.0563,34444.42601,2002.87564,2264.775053,1.02E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4509,300,725,0,1160,46261,5545,0,0,0,5779,25490,7927,13793,0,5619,0,0,5204,695,3319,1190,10963,11.08,0.02,0
